DATA;PRESIDIO;TIPO_RICOVERO;RICOVERI
02/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;6
02/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;5
02/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
02/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;19
02/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
02/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;12
02/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;2
03/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;18
03/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;47
03/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;3
03/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;10
03/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;5
03/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
04/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;5
04/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;19
04/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
04/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;2
04/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
04/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;3
04/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;3
05/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;7
05/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;17
05/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
05/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;7
05/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;1
06/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;21
06/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;63
06/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
06/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;10
06/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
06/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;7
06/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
06/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;10
07/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;27
07/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;82
07/04/2021;01-030906 - Spedali Civili di Brescia;3 - T.S.O.;1
07/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
07/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;7
07/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;4
07/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;9
07/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;3 - T.S.O.;1
07/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;3
07/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;12
07/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
08/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;31
08/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;97
08/04/2021;01-030906 - Spedali Civili di Brescia;3 - T.S.O.;1
08/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;6
08/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
08/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
08/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;12
08/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
08/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
09/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;41
09/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;102
09/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;9
09/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;9
09/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
09/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;19
09/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;3 - T.S.O.;1
09/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;5
09/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;16
09/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;3
10/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;21
10/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;30
10/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
10/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;10
10/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
10/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;6
10/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
10/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
11/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;14
11/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;18
11/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;4
11/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;3
12/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;35
12/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;93
12/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;7
12/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;12
12/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
12/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
13/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;28
13/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;64
13/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
13/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;7
13/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
13/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;10
13/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;4
13/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;7
14/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;32
14/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;75
14/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;8
14/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;7
14/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;13
14/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
14/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
14/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;4
15/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;25
15/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;73
15/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
15/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;12
15/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;4
15/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;9
15/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;3 - T.S.O.;1
15/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;4
15/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;4
15/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
16/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;38
16/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;83
16/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
16/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;10
16/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;4
16/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;24
16/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;6
16/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;11
16/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
17/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;19
17/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;33
17/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
17/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;1
17/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
17/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;5
17/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
18/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;14
18/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;16
18/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
18/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;2
18/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
18/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;1
18/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;1
19/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;50
19/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;54
19/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;3
19/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;5
19/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;10
19/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
19/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
20/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;29
20/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;80
20/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
20/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;7
20/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
20/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;9
20/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
20/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
20/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;2
21/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;26
21/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;63
21/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
21/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;13
21/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
21/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;12
21/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
21/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;4
22/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;37
22/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;77
22/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
22/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
22/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
22/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;11
22/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
22/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
22/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;3
23/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;45
23/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;80
23/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
23/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;12
23/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
23/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;15
23/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;7
23/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
24/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;19
24/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;29
24/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;2
24/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;3
24/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;3
24/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;1
25/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;15
25/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;29
25/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
25/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;6
25/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
25/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;2
25/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
26/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;41
26/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;64
26/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
26/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
26/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
26/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;11
26/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
26/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
27/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;24
27/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;69
27/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;6
27/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
27/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;13
27/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
27/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;4
27/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
28/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;30
28/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;65
28/04/2021;01-030906 - Spedali Civili di Brescia;3 - T.S.O.;1
28/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;5
28/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;14
28/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;4
28/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;12
28/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;10
28/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;2
29/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;34
29/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;70
29/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
29/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
29/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
29/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;15
29/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
29/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
29/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
30/04/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;40
30/04/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;86
30/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
30/04/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;13
30/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;4
30/04/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;23
30/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
30/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;8
30/04/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
01/05/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;19
01/05/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;21
01/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;3
01/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;4
01/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
01/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;2
01/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;1
02/05/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;9
02/05/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;17
02/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
02/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;4
02/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;1
03/05/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;39
03/05/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;64
03/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;3
03/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;5
03/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;14
03/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
03/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;3
03/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
04/05/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;33
04/05/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;67
04/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
04/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;7
04/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;15
04/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
04/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;4
04/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;3
05/05/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;35
05/05/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;73
05/05/2021;01-030906 - Spedali Civili di Brescia;3 - T.S.O.;1
05/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;4
05/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
05/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
05/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;6
05/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
05/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;5
05/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
06/05/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;38
06/05/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;71
06/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;3
06/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;7
06/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;5
06/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;13
06/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
06/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;7
06/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
07/05/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;45
07/05/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;87
07/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;5
07/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;9
07/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
07/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;20
07/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;3
07/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;17
07/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
08/05/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;24
08/05/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;24
08/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;1
08/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;1
08/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
08/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;5
08/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
08/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
09/05/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;13
09/05/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;18
09/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;6
09/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;8
09/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;1
10/05/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;37
10/05/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;69
10/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
10/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;6
10/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
10/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;15
10/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;1
10/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;6
10/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;2
11/05/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;35
11/05/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;57
11/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
11/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;6
11/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;2
11/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;2 - URGENZA;12
11/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;1 - ORDINARIO;2
11/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;2 - URGENZA;11
11/05/2021;06-030162 - Presidio Ospedaliero di Gardone V.T.;4 - RIC.PROGRAMMATO CON PREOSPEDAL;2
12/05/2021;01-030906 - Spedali Civili di Brescia;1 - ORDINARIO;39
12/05/2021;01-030906 - Spedali Civili di Brescia;2 - URGENZA;65
12/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;1 - ORDINARIO;2
12/05/2021;02-030167 - Presidio Ospedaliero Umberto I°;2 - URGENZA;9
12/05/2021;05-030159 - Presidio Ospedaliero di Montichiari;1 - ORDINARIO;1
