DATA;PRESIDIO;TRIAGE_INGRESSO;ACCESSI
03/08/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;54
03/08/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;119
03/08/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;13
03/09/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;2
03/09/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;12
03/09/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;33
03/09/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
03/09/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;1
03/09/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;3
03/09/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;27
03/09/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;2
03/09/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
03/09/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;33
03/09/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;92
03/09/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;9
03/09/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;11
03/09/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;53
03/09/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;115
03/09/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;9
03/10/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;4
03/10/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;13
03/10/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;34
03/10/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;1
03/10/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;8
03/10/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;44
03/10/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;1
03/10/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
03/10/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;29
03/10/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;69
03/10/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;11
03/10/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;5
03/10/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;71
03/10/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;132
03/10/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;13
03/11/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;11
03/11/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;36
03/11/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;3
03/11/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;2
03/11/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;3
03/11/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;22
03/11/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;5
03/11/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;27
03/11/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;92
03/11/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;4
03/11/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;10
03/11/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;75
03/11/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;128
03/11/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;13
03/12/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;3
03/12/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;11
03/12/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;25
03/12/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;5
03/12/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;4
03/12/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;29
03/12/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;7
03/12/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;2
03/12/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;37
03/12/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;85
03/12/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;13
03/12/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;10
03/12/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;50
03/12/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;129
03/12/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;6
03/13/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;14
03/13/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;41
03/13/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;3
03/13/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;11
03/13/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;33
03/13/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;6
03/13/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
03/13/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;37
03/13/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;99
03/13/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;9
03/13/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;5
03/13/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;72
03/13/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;123
03/13/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;23
03/14/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
03/14/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;14
03/14/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;30
03/14/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;5
03/14/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;2
03/14/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;10
03/14/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;38
03/14/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;6
03/14/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;2
03/14/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;31
03/14/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;84
03/14/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;12
03/14/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;16
03/14/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;75
03/14/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;131
03/14/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;8
03/15/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;3
03/15/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;11
03/15/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;27
03/15/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
03/15/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;2
03/15/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;36
03/15/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;6
03/15/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
03/15/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;24
03/15/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;80
03/15/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;9
03/15/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;10
03/15/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;54
03/15/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;139
03/15/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;17
03/16/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;19
03/16/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;39
03/16/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;2
03/16/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;8
03/16/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;39
03/16/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;4
03/16/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
03/16/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;31
03/16/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;110
03/16/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;11
03/16/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;4
03/16/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;65
03/16/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;113
03/16/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;8
03/17/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
03/17/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;10
03/17/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;25
03/17/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;1
03/17/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;4
03/17/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;38
03/17/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;4
03/17/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
03/17/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;17
03/17/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;94
03/17/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;3
03/17/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;6
03/17/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;72
03/17/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;145
03/17/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;17
03/18/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;13
03/18/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;38
03/18/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;2
03/18/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;2
03/18/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;9
03/18/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;26
03/18/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;3
03/18/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;2
03/18/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;30
03/18/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;85
03/18/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;8
03/18/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;8
03/18/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;61
03/18/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;130
03/18/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;13
03/19/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;7
03/19/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;21
03/19/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;3
03/19/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;7
03/19/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;34
03/19/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;2
03/19/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;34
03/19/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;104
03/19/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;5
03/19/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;9
03/19/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;57
03/19/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;89
03/19/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;9
03/20/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
03/20/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;9
03/20/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;27
03/20/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;5
03/20/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;1
03/20/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;8
03/20/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;36
03/20/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;3
03/20/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
03/20/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;14
03/20/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;84
03/20/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;8
03/20/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;14
03/20/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;64
03/20/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;145
03/20/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;19
03/21/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
03/21/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;21
03/21/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;29
03/21/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;2
03/21/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;5
03/21/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;25
03/21/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;6
03/21/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;3
03/21/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;27
03/21/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;92
03/21/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;11
03/21/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;6
03/21/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;57
03/21/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;140
03/21/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;12
03/22/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;11
03/22/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;36
03/22/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;1
03/22/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;9
03/22/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;26
03/22/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;7
03/22/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;3
03/22/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;25
03/22/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;93
03/22/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;4
03/22/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;6
03/22/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;56
03/22/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;137
03/22/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;9
03/23/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
03/23/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;11
03/23/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;24
03/23/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
03/23/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;6
03/23/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;38
03/23/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
03/23/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;27
03/23/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;94
03/23/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;10
03/23/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;9
03/23/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;49
03/23/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;132
03/23/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;11
03/24/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
03/24/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;19
03/24/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;23
03/24/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;4 - BIANCO;1
03/24/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;7
03/24/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;31
03/24/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;2
03/24/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
03/24/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;35
03/24/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;82
03/24/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;7
03/24/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;10
03/24/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;63
03/24/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;134
03/24/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;14
03/25/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;1 - ROSSO;1
03/25/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;7
03/25/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;39
03/25/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;4
03/25/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;28
03/25/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;2
03/25/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
03/25/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;20
03/25/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;86
03/25/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;8
03/25/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;5
03/25/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;77
03/25/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;156
03/25/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;10
03/26/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;8
03/26/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;25
03/26/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;7
03/26/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;26
03/26/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;5
03/26/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;1 - ROSSO;1
03/26/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;27
03/26/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;91
03/26/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;4 - BIANCO;10
03/26/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;1 - ROSSO;7
03/26/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;2 - GIALLO;73
03/26/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;3 - VERDE;125
03/26/2023;030906 - PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;4 - BIANCO;15
03/27/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;2 - GIALLO;11
03/27/2023;030159 - P.O. MONTICHIARI- A.O. SPEDALI CIVILI;3 - VERDE;41
03/27/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;1 - ROSSO;1
03/27/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;2 - GIALLO;6
03/27/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;3 - VERDE;28
03/27/2023;030162 - PRESIDIO OSPEDALIERO GARDONE V.T.;4 - BIANCO;5
03/27/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;2 - GIALLO;36
03/27/2023;030167 - OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA;3 - VERDE;107
